# retrieved from http://www.ensembl.org/biomart/martview/d81b6aef15e4e70f94d34db8b8f23110?VIRTUALSCHEMANAME=default&ATTRIBUTES=drerio_gene_ensembl.default.homologs.ensembl_gene_id|drerio_gene_ensembl.default.homologs.external_gene_name|drerio_gene_ensembl.default.homologs.mmusculus_homolog_ensembl_gene|drerio_gene_ensembl.default.homologs.mmusculus_homolog_associated_gene_name&FILTERS=drerio_gene_ensembl.default.filters.with_mmusculus_homolog.only&VISIBLEPANEL=attributepanel
Gene stable ID,Gene name,Mouse gene stable ID,Mouse gene name
ENSDARG00000056027,hoxb8a,ENSMUSG00000056648,Hoxb8
ENSDARG00000025912,bscl2l,ENSMUSG00000071657,Bscl2
ENSDARG00000062900,si:ch211-81a5.1,ENSMUSG00000028098,Rnf115
ENSDARG00000073713,vav3b,ENSMUSG00000059857,Ntng1
ENSDARG00000058885,ttc29,ENSMUSG00000037101,Ttc29
ENSDARG00000038845,ldhd,ENSMUSG00000031958,Ldhd
ENSDARG00000055159,cyp27a1.4,ENSMUSG00000026170,Cyp27a1
ENSDARG00000007127,acat2,ENSMUSG00000023832,Acat2
ENSDARG00000007127,acat2,ENSMUSG00000062480,Acat3
ENSDARG00000023443,tjp2b,ENSMUSG00000024812,Tjp2
ENSDARG00000009094,gata2b,ENSMUSG00000015053,Gata2
ENSDARG00000104110,col4a2,ENSMUSG00000031503,Col4a2
ENSDARG00000055053,itih1,ENSMUSG00000006522,Itih3
ENSDARG00000003081,mybphb,ENSMUSG00000042451,Mybph
ENSDARG00000003512,anks1b,ENSMUSG00000058589,Anks1b
ENSDARG00000060767,smg7,ENSMUSG00000042772,Smg7
ENSDARG00000038980,txndc12,ENSMUSG00000028567,Txndc12
ENSDARG00000079280,dhrsx,ENSMUSG00000063897,CAAA01118383.1
ENSDARG00000101576,tbxta,ENSMUSG00000001444,Tbx21
ENSDARG00000006894,oprk1,ENSMUSG00000025905,Oprk1
ENSDARG00000025899,pnx,ENSMUSG00000044186,Nkx2-6
ENSDARG00000070961,lepr,ENSMUSG00000057722,Lepr
ENSDARG00000104283,cdc42bpaa,ENSMUSG00000026490,Cdc42bpa
ENSDARG00000056743,cavin4b,ENSMUSG00000028348,Cavin4
ENSDARG00000045708,adm2a,ENSMUSG00000054136,Adm2
ENSDARG00000102372,col4a3bpb,ENSMUSG00000021669,Col4a3bp
ENSDARG00000021633,sh3bgr,ENSMUSG00000040666,Sh3bgr
ENSDARG00000098441,nars2,ENSMUSG00000018995,Nars2
ENSDARG00000042925,mfng,ENSMUSG00000018169,Mfng
ENSDARG00000044562,cycsb,ENSMUSG00000056436,Cyct
ENSDARG00000006316,rpl23a,ENSMUSG00000058546,Rpl23a
ENSDARG00000051785,dhx33,ENSMUSG00000040620,Dhx33
ENSDARG00000005416,map3k5,ENSMUSG00000071369,Map3k5
ENSDARG00000071524,insrb,ENSMUSG00000005534,Insr
ENSDARG00000044752,p2rx4a,ENSMUSG00000029470,P2rx4
ENSDARG00000070213,etnk2,ENSMUSG00000070644,Etnk2
ENSDARG00000068856,f2rl1.1,ENSMUSG00000021678,F2rl1
ENSDARG00000071497,zic3,ENSMUSG00000067860,Zic3
ENSDARG00000060922,ess2,ENSMUSG00000003527,Ess2
ENSDARG00000045156,rgs9b,ENSMUSG00000020599,Rgs9
ENSDARG00000067752,pigl,ENSMUSG00000014245,Pigl
ENSDARG00000078210,tulp1b,ENSMUSG00000037446,Tulp1
ENSDARG00000078059,nudcd2,ENSMUSG00000020328,Nudcd2
ENSDARG00000040137,jdp2a,ENSMUSG00000034271,Jdp2
ENSDARG00000019861,fgl2a,ENSMUSG00000039899,Fgl2
ENSDARG00000010758,capn12,ENSMUSG00000078144,Capns2
ENSDARG00000010758,capn12,ENSMUSG00000043705,Capn13
ENSDARG00000010758,capn12,ENSMUSG00000054083,Capn12
ENSDARG00000053509,kazald3,ENSMUSG00000025213,Kazald1
ENSDARG00000098118,trappc10,ENSMUSG00000000374,Trappc10
ENSDARG00000088929,ypel5,ENSMUSG00000039770,Ypel5
ENSDARG00000078075,ilrun,ENSMUSG00000056692,Ilrun
ENSDARG00000100899,si:ch211-241b2.5,ENSMUSG00000016498,Pdcd1lg2
ENSDARG00000033516,efr3ba,ENSMUSG00000020658,Efr3b
ENSDARG00000041645,sb:cb37,ENSMUSG00000047228,A2ml1
ENSDARG00000041645,sb:cb37,ENSMUSG00000030359,Pzp
ENSDARG00000041645,sb:cb37,ENSMUSG00000059908,Mug1
ENSDARG00000041645,sb:cb37,ENSMUSG00000108022,Gm7298
ENSDARG00000041645,sb:cb37,ENSMUSG00000030131,Mug2
ENSDARG00000071735,prlh2,ENSMUSG00000090550,Prlh
ENSDARG00000042045,hmg20b,ENSMUSG00000020232,Hmg20b
ENSDARG00000075347,chfr,ENSMUSG00000014668,Chfr
ENSDARG00000030215,matn1,ENSMUSG00000040533,Matn1
ENSDARG00000061020,ccdc186,ENSMUSG00000035173,Ccdc186
ENSDARG00000008306,rdh5,ENSMUSG00000025350,Rdh5
ENSDARG00000043135,pomca,ENSMUSG00000020660,Pomc
ENSDARG00000060215,cep85,ENSMUSG00000037443,Cep85
ENSDARG00000003998,phyhipla,ENSMUSG00000037747,Phyhipl
ENSDARG00000068415,ptgesl,ENSMUSG00000026820,Ptges2
ENSDARG00000089837,slc35d2,ENSMUSG00000033114,Slc35d2
ENSDARG00000038567,tsr3,ENSMUSG00000015126,Tsr3
ENSDARG00000020746,gfi1aa,ENSMUSG00000066798,Zbtb6
ENSDARG00000020746,gfi1aa,ENSMUSG00000109129,Gm44973
ENSDARG00000020746,gfi1aa,ENSMUSG00000051184,Zfp524
ENSDARG00000020746,gfi1aa,ENSMUSG00000036916,Zfp280c
ENSDARG00000020746,gfi1aa,ENSMUSG00000055633,Zfp580
ENSDARG00000020746,gfi1aa,ENSMUSG00000038535,Zfp280d
ENSDARG00000029890,si:dkeyp-86f7.4,ENSMUSG00000031438,Rnf128
ENSDARG00000044968,vcla,ENSMUSG00000021823,Vcl
ENSDARG00000042671,odr4,ENSMUSG00000006010,Odr4
ENSDARG00000017687,dnajc5gb,ENSMUSG00000053856,Dnajc5g
ENSDARG00000052982,gabrr2a,ENSMUSG00000023267,Gabrr2
ENSDARG00000091970,ms4a17a.3,ENSMUSG00000024681,Ms4a3
ENSDARG00000091970,ms4a17a.3,ENSMUSG00000099398,Ms4a14
ENSDARG00000091970,ms4a17a.3,ENSMUSG00000024729,1700017D01Rik
ENSDARG00000091970,ms4a17a.3,ENSMUSG00000057240,Ms4a13
ENSDARG00000091970,ms4a17a.3,ENSMUSG00000024677,Ms4a6b
ENSDARG00000091970,ms4a17a.3,ENSMUSG00000079419,Ms4a6c
ENSDARG00000091970,ms4a17a.3,ENSMUSG00000024679,Ms4a6d
ENSDARG00000091970,ms4a17a.3,ENSMUSG00000067571,Ms4a15
ENSDARG00000091970,ms4a17a.3,ENSMUSG00000054523,Ms4a5
ENSDARG00000091970,ms4a17a.3,ENSMUSG00000024672,Ms4a7
ENSDARG00000091970,ms4a17a.3,ENSMUSG00000094584,Ms4a18
ENSDARG00000091970,ms4a17a.3,ENSMUSG00000024728,1700025F22Rik
ENSDARG00000091970,ms4a17a.3,ENSMUSG00000024673,Ms4a1
ENSDARG00000091970,ms4a17a.3,ENSMUSG00000024680,Ms4a2
ENSDARG00000091970,ms4a17a.3,ENSMUSG00000024731,Ms4a10
ENSDARG00000029720,si:dkeyp-9d4.2,ENSMUSG00000028037,Ifi44
ENSDARG00000029720,si:dkeyp-9d4.2,ENSMUSG00000039146,Ifi44l
ENSDARG00000026611,socs3b,ENSMUSG00000053113,Socs3
ENSDARG00000101387,CAMK2N1,ENSMUSG00000046447,Camk2n1
ENSDARG00000003132,apip,ENSMUSG00000010911,Apip
ENSDARG00000040380,arhgef1a,ENSMUSG00000028059,Arhgef2
ENSDARG00000016570,prlra,ENSMUSG00000005268,Prlr
ENSDARG00000016570,prlra,ENSMUSG00000094814,Gm21973
ENSDARG00000099814,FBXO46,ENSMUSG00000050428,Fbxo46
ENSDARG00000009544,cldnb,ENSMUSG00000047501,Cldn4
ENSDARG00000009544,cldnb,ENSMUSG00000008843,Cldn13
ENSDARG00000007760,spg21,ENSMUSG00000032388,Spg21
ENSDARG00000103149,cog6,ENSMUSG00000027742,Cog6
ENSDARG00000059202,tspan2b,ENSMUSG00000027858,Tspan2
ENSDARG00000037928,ddx42,ENSMUSG00000020705,Ddx42
ENSDARG00000039649,mtif3,ENSMUSG00000016510,Mtif3
ENSDARG00000014969,ankhb,ENSMUSG00000022265,Ank
ENSDARG00000074876,abcd1,ENSMUSG00000031378,Abcd1
ENSDARG00000094959,si:ch73-379f5.5,ENSMUSG00000030996,Art1
ENSDARG00000094959,si:ch73-379f5.5,ENSMUSG00000030651,Art2b
ENSDARG00000094959,si:ch73-379f5.5,ENSMUSG00000034842,Art3
ENSDARG00000094959,si:ch73-379f5.5,ENSMUSG00000092517,Art2a
ENSDARG00000094959,si:ch73-379f5.5,ENSMUSG00000070424,Art5
ENSDARG00000094959,si:ch73-379f5.5,ENSMUSG00000030217,Art4
ENSDARG00000061174,znf740b,ENSMUSG00000046897,Zfp740
ENSDARG00000013438,sycp3,ENSMUSG00000099925,Gm28827
ENSDARG00000013438,sycp3,ENSMUSG00000101155,Sly
ENSDARG00000013438,sycp3,ENSMUSG00000099840,Gm21409
ENSDARG00000013438,sycp3,ENSMUSG00000100338,Gm28870
ENSDARG00000013438,sycp3,ENSMUSG00000083628,Gm2030
ENSDARG00000013438,sycp3,ENSMUSG00000073255,Gm14632
ENSDARG00000013438,sycp3,ENSMUSG00000093923,Gm5935
ENSDARG00000013438,sycp3,ENSMUSG00000079845,Xlr4a
ENSDARG00000013438,sycp3,ENSMUSG00000095153,Gm21095
ENSDARG00000013438,sycp3,ENSMUSG00000094647,Gm21650
ENSDARG00000013438,sycp3,ENSMUSG00000100485,Gm20920
ENSDARG00000013438,sycp3,ENSMUSG00000095141,Gm28891
ENSDARG00000013438,sycp3,ENSMUSG00000101928,Gm20824
ENSDARG00000013438,sycp3,ENSMUSG00000094821,Gm21518
ENSDARG00000013438,sycp3,ENSMUSG00000073257,Gm10488
ENSDARG00000013438,sycp3,ENSMUSG00000100608,Gm21996
ENSDARG00000013438,sycp3,ENSMUSG00000101915,Gm28102
ENSDARG00000013438,sycp3,ENSMUSG00000101766,Gm20908
ENSDARG00000013438,sycp3,ENSMUSG00000094181,Gm21739
ENSDARG00000013438,sycp3,ENSMUSG00000095063,Slx
ENSDARG00000013438,sycp3,ENSMUSG00000094616,Gm20888
ENSDARG00000013438,sycp3,ENSMUSG00000101933,Gm20835
ENSDARG00000013438,sycp3,ENSMUSG00000100972,Gm28553
ENSDARG00000013438,sycp3,ENSMUSG00000104191,Gm30737
ENSDARG00000013438,sycp3,ENSMUSG00000095887,Gm10096
ENSDARG00000013438,sycp3,ENSMUSG00000101396,Gm28510
ENSDARG00000013438,sycp3,ENSMUSG00000073245,Gm14819
ENSDARG00000013438,sycp3,ENSMUSG00000058328,Xlr5a
ENSDARG00000013438,sycp3,ENSMUSG00000099894,Gm20911
ENSDARG00000013438,sycp3,ENSMUSG00000094782,Gm21256
ENSDARG00000013438,sycp3,ENSMUSG00000099856,Gm20906
ENSDARG00000013438,sycp3,ENSMUSG00000081218,Gm4297
ENSDARG00000013438,sycp3,ENSMUSG00000094624,Gm4836
ENSDARG00000013438,sycp3,ENSMUSG00000100032,Gm20817
ENSDARG00000013438,sycp3,ENSMUSG00000054626,Xlr
ENSDARG00000013438,sycp3,ENSMUSG00000100240,Gm20820
ENSDARG00000013438,sycp3,ENSMUSG00000094570,Gm20931
ENSDARG00000013438,sycp3,ENSMUSG00000095979,Gm21209
ENSDARG00000013438,sycp3,ENSMUSG00000100667,1700040F15Rik
ENSDARG00000013438,sycp3,ENSMUSG00000095793,Gm20855
ENSDARG00000013438,sycp3,ENSMUSG00000100055,Gm20890
ENSDARG00000013438,sycp3,ENSMUSG00000096178,Gm20837
ENSDARG00000013438,sycp3,ENSMUSG00000096457,Gm10147
ENSDARG00000013438,sycp3,ENSMUSG00000099531,Gm20869
ENSDARG00000013438,sycp3,ENSMUSG00000095546,Gm10230
ENSDARG00000013438,sycp3,ENSMUSG00000100231,Gm29554
ENSDARG00000013438,sycp3,ENSMUSG00000094789,Gm28490
ENSDARG00000013438,sycp3,ENSMUSG00000100892,Gm20897
ENSDARG00000013438,sycp3,ENSMUSG00000093895,Gm21865
ENSDARG00000013438,sycp3,ENSMUSG00000095293,Gm10058
ENSDARG00000013438,sycp3,ENSMUSG00000095578,Gm21760
ENSDARG00000013438,sycp3,ENSMUSG00000095263,Gm21094
ENSDARG00000013438,sycp3,ENSMUSG00000100467,Gm29582
ENSDARG00000013438,sycp3,ENSMUSG00000101146,Gm20814
ENSDARG00000013438,sycp3,ENSMUSG00000101653,Gm20792
ENSDARG00000013438,sycp3,ENSMUSG00000031362,Xlr4c
ENSDARG00000013438,sycp3,ENSMUSG00000031125,3830403N18Rik
ENSDARG00000013438,sycp3,ENSMUSG00000099782,Gm20903
ENSDARG00000013438,sycp3,ENSMUSG00000073125,Xlr3b
ENSDARG00000013438,sycp3,ENSMUSG00000071788,Gm14525
ENSDARG00000013438,sycp3,ENSMUSG00000058147,Xlr3c
ENSDARG00000013438,sycp3,ENSMUSG00000080725,Gm6121
ENSDARG00000013438,sycp3,ENSMUSG00000084063,Gm5934
ENSDARG00000013438,sycp3,ENSMUSG00000099740,Gm28897
ENSDARG00000013438,sycp3,ENSMUSG00000079577,Gm14692
ENSDARG00000013438,sycp3,ENSMUSG00000101528,Gm29110
ENSDARG00000013438,sycp3,ENSMUSG00000101158,Gm20894
ENSDARG00000013438,sycp3,ENSMUSG00000057836,Xlr3a
ENSDARG00000013438,sycp3,ENSMUSG00000101399,Gm28961
ENSDARG00000013438,sycp3,ENSMUSG00000094714,Gm16430
ENSDARG00000013438,sycp3,ENSMUSG00000100045,Gm20929
ENSDARG00000013438,sycp3,ENSMUSG00000094399,Gm21477
ENSDARG00000013438,sycp3,ENSMUSG00000100708,Gm21173
ENSDARG00000013438,sycp3,ENSMUSG00000102668,Gm29866
ENSDARG00000013438,sycp3,ENSMUSG00000020059,Sycp3
ENSDARG00000013438,sycp3,ENSMUSG00000101286,Gm21317
ENSDARG00000013438,sycp3,ENSMUSG00000095011,Gm20838
ENSDARG00000013438,sycp3,ENSMUSG00000073247,Gm10486
ENSDARG00000013438,sycp3,ENSMUSG00000096626,Gm21861
ENSDARG00000013438,sycp3,ENSMUSG00000103919,Gm21366
ENSDARG00000013438,sycp3,ENSMUSG00000101157,Gm20905
ENSDARG00000013438,sycp3,ENSMUSG00000095606,Gm21258
ENSDARG00000013438,sycp3,ENSMUSG00000102045,Gm21294
ENSDARG00000013438,sycp3,ENSMUSG00000054727,1700013H16Rik
ENSDARG00000013438,sycp3,ENSMUSG00000073267,Gm1993
ENSDARG00000013438,sycp3,ENSMUSG00000103371,Gm35134
ENSDARG00000013438,sycp3,ENSMUSG00000100645,Gm28576
ENSDARG00000013438,sycp3,ENSMUSG00000096620,Gm5169
ENSDARG00000013438,sycp3,ENSMUSG00000094759,Gm10487
ENSDARG00000013438,sycp3,ENSMUSG00000067764,Xlr5c
ENSDARG00000013438,sycp3,ENSMUSG00000095135,Gm21858
ENSDARG00000013438,sycp3,ENSMUSG00000100939,Gm28998
ENSDARG00000013438,sycp3,ENSMUSG00000099541,Gm21488
ENSDARG00000013438,sycp3,ENSMUSG00000103528,Gm31571
ENSDARG00000013438,sycp3,ENSMUSG00000100856,Gm21627
ENSDARG00000013438,sycp3,ENSMUSG00000082639,Gm2012
ENSDARG00000013438,sycp3,ENSMUSG00000096468,Gm16405
ENSDARG00000013438,sycp3,ENSMUSG00000093993,Gm20736
ENSDARG00000013438,sycp3,ENSMUSG00000096769,Gm21117
ENSDARG00000013438,sycp3,ENSMUSG00000100726,Gm21497
ENSDARG00000013438,sycp3,ENSMUSG00000096016,Gm20937
ENSDARG00000013438,sycp3,ENSMUSG00000100535,Gm20870
ENSDARG00000013438,sycp3,ENSMUSG00000094746,Gm20916
ENSDARG00000013438,sycp3,ENSMUSG00000096902,Gm20843
ENSDARG00000013438,sycp3,ENSMUSG00000101471,Gm29276
ENSDARG00000013438,sycp3,ENSMUSG00000079578,Gm1140
ENSDARG00000013438,sycp3,ENSMUSG00000067768,Xlr4b
ENSDARG00000013438,sycp3,ENSMUSG00000067909,Slxl1
ENSDARG00000013438,sycp3,ENSMUSG00000101243,Gm28919
ENSDARG00000013438,sycp3,ENSMUSG00000102122,Gm20883
ENSDARG00000013438,sycp3,ENSMUSG00000099792,Gm29564
ENSDARG00000013438,sycp3,ENSMUSG00000096650,Gm20896
ENSDARG00000013438,sycp3,ENSMUSG00000079655,Gm5168
ENSDARG00000013438,sycp3,ENSMUSG00000072479,Xlr5b
ENSDARG00000013438,sycp3,ENSMUSG00000073177,Gm773
ENSDARG00000013438,sycp3,ENSMUSG00000100902,Gm20850
ENSDARG00000045383,gpr22b,ENSMUSG00000044067,Gpr22
ENSDARG00000070929,sox14,ENSMUSG00000053747,Sox14
ENSDARG00000004130,mvk,ENSMUSG00000041939,Mvk
ENSDARG00000043457,gapdh,ENSMUSG00000110469,Gm10358
ENSDARG00000043457,gapdh,ENSMUSG00000081607,Gm15294
ENSDARG00000043457,gapdh,ENSMUSG00000097148,Gm3839
ENSDARG00000043457,gapdh,ENSMUSG00000057666,Gapdh
ENSDARG00000030914,tmem120a,ENSMUSG00000039886,Tmem120a
ENSDARG00000013726,ap4b1,ENSMUSG00000032952,Ap4b1
ENSDARG00000013726,ap4b1,ENSMUSG00000105053,Gm43064
ENSDARG00000013704,cers2a,ENSMUSG00000015714,Cers2
ENSDARG00000031751,npr1a,ENSMUSG00000028469,Npr2
ENSDARG00000075437,shc1,ENSMUSG00000042626,Shc1
ENSDARG00000029497,tfcp2l1,ENSMUSG00000026380,Tfcp2l1
ENSDARG00000061222,uba7,ENSMUSG00000001924,Uba1
ENSDARG00000061222,uba7,ENSMUSG00000069053,Uba1y
ENSDARG00000061222,uba7,ENSMUSG00000032596,Uba7
ENSDARG00000030236,tmem30aa,ENSMUSG00000032328,Tmem30a
ENSDARG00000062195,fbxo31,ENSMUSG00000052934,Fbxo31
ENSDARG00000079766,tap1,ENSMUSG00000037321,Tap1
ENSDARG00000041702,rfx6,ENSMUSG00000019900,Rfx6
ENSDARG00000042041,tal2,ENSMUSG00000028417,Tal2
ENSDARG00000019596,nrd1a,ENSMUSG00000053510,Nrd1
ENSDARG00000043497,scrn2,ENSMUSG00000020877,Scrn2
ENSDARG00000024844,max,ENSMUSG00000059436,Max
ENSDARG00000045542,lamtor4,ENSMUSG00000050552,Lamtor4
ENSDARG00000076541,clec3ba,ENSMUSG00000025784,Clec3b
ENSDARG00000014463,usf1l,ENSMUSG00000026641,Usf1
ENSDARG00000060889,mettl7a,ENSMUSG00000058057,Mettl7a3
ENSDARG00000060889,mettl7a,ENSMUSG00000093789,Methig1
ENSDARG00000060889,mettl7a,ENSMUSG00000056487,Mettl7a2
ENSDARG00000060889,mettl7a,ENSMUSG00000054619,Mettl7a1
ENSDARG00000023396,atg5,ENSMUSG00000038160,Atg5
ENSDARG00000041083,anpepa,ENSMUSG00000024481,Lvrn
ENSDARG00000062446,neurl2,ENSMUSG00000039873,Neurl2
ENSDARG00000038489,b3gnt7,ENSMUSG00000079445,B3gnt7
ENSDARG00000092584,si:ch1073-385f13.3,ENSMUSG00000049734,Trex1
ENSDARG00000092584,si:ch1073-385f13.3,ENSMUSG00000031372,Trex2
ENSDARG00000006816,gtf2f2b,ENSMUSG00000067995,Gtf2f2
ENSDARG00000035862,insl3,ENSMUSG00000079019,Insl3
ENSDARG00000071378,micos13,ENSMUSG00000049760,Micos13
ENSDARG00000101812,zgc:114120,ENSMUSG00000038453,Srcin1
ENSDARG00000055589,s100t,ENSMUSG00000078657,Crnn
ENSDARG00000055589,s100t,ENSMUSG00000001020,S100a4
ENSDARG00000055589,s100t,ENSMUSG00000063767,S100a7a
ENSDARG00000055589,s100t,ENSMUSG00000094018,S100a2
ENSDARG00000055589,s100t,ENSMUSG00000042306,S100a14
ENSDARG00000055589,s100t,ENSMUSG00000041959,S100a10
ENSDARG00000055589,s100t,ENSMUSG00000040808,S100g
ENSDARG00000055589,s100t,ENSMUSG00000056071,S100a9
ENSDARG00000055589,s100t,ENSMUSG00000096621,Gm5849
ENSDARG00000055589,s100t,ENSMUSG00000001025,S100a6
ENSDARG00000055589,s100t,ENSMUSG00000056054,S100a8
ENSDARG00000055589,s100t,ENSMUSG00000105518,Gm42674
ENSDARG00000055589,s100t,ENSMUSG00000001021,S100a3
ENSDARG00000055589,s100t,ENSMUSG00000001023,S100a5
ENSDARG00000062359,scn3b,ENSMUSG00000049281,Scn3b
ENSDARG00000070046,eny2,ENSMUSG00000022338,Eny2
ENSDARG00000032340,serhl,ENSMUSG00000058586,Serhl
ENSDARG00000079373,fosl1b,ENSMUSG00000024912,Fosl1
ENSDARG00000056744,ela2,ENSMUSG00000058579,Cela2a
ENSDARG00000021287,rab7b,ENSMUSG00000079477,Rab7
ENSDARG00000008660,coro1b,ENSMUSG00000024835,Coro1b
ENSDARG00000041085,arpin,ENSMUSG00000039043,Arpin
ENSDARG00000040338,hvcn1,ENSMUSG00000064267,Hvcn1
ENSDARG00000060176,trmt10b,ENSMUSG00000035601,Trmt10b
ENSDARG00000039458,lhx4,ENSMUSG00000026468,Lhx4
ENSDARG00000061968,myo1ha,ENSMUSG00000066952,Myo1h
ENSDARG00000062083,dph7,ENSMUSG00000026975,Dph7
ENSDARG00000021975,ginm1,ENSMUSG00000040006,Ginm1
ENSDARG00000042977,nfil3,ENSMUSG00000056749,Nfil3
ENSDARG00000091967,ttf1,ENSMUSG00000026803,Ttf1
ENSDARG00000015206,hnrnpua,ENSMUSG00000039630,Hnrnpu
ENSDARG00000098240,meis2a,ENSMUSG00000027210,Meis2
ENSDARG00000005454,tacc3,ENSMUSG00000037313,Tacc3
ENSDARG00000095076,si:dkey-73p2.3,ENSMUSG00000051124,Gimap9
ENSDARG00000095076,si:dkey-73p2.3,ENSMUSG00000090019,Gimap1
ENSDARG00000095076,si:dkey-73p2.3,ENSMUSG00000047867,Gimap6
ENSDARG00000095076,si:dkey-73p2.3,ENSMUSG00000054435,Gimap4
ENSDARG00000076330,dusp12,ENSMUSG00000026659,Dusp12
ENSDARG00000089271,nexmifa,ENSMUSG00000046449,Nexmif
ENSDARG00000006924,fbxo38,ENSMUSG00000042211,Fbxo38
ENSDARG00000060316,cish,ENSMUSG00000032578,Cish
ENSDARG00000079158,thpo,ENSMUSG00000022847,Thpo
ENSDARG00000022895,mcf2a,ENSMUSG00000031139,Mcf2
ENSDARG00000056089,nrbp1,ENSMUSG00000029148,Nrbp1
ENSDARG00000061508,tgfbrap1,ENSMUSG00000070939,Tgfbrap1
ENSDARG00000079537,ftr13,ENSMUSG00000094311,Rfpl4b
ENSDARG00000079537,ftr13,ENSMUSG00000020496,Rnf187
ENSDARG00000079537,ftr13,ENSMUSG00000035191,Rfpl4
ENSDARG00000040466,vil1,ENSMUSG00000026175,Vil1
ENSDARG00000010149,atp5fa1,ENSMUSG00000025428,Atp5a1
ENSDARG00000091961,pth1b,ENSMUSG00000059077,Pth
ENSDARG00000017853,prepl,ENSMUSG00000024127,Prepl
ENSDARG00000010052,ndrg3b,ENSMUSG00000027634,Ndrg3
ENSDARG00000039887,c1qbp,ENSMUSG00000018446,C1qbp
ENSDARG00000078767,yeats2,ENSMUSG00000041215,Yeats2
ENSDARG00000070403,wdyhv1,ENSMUSG00000022359,Wdyhv1
ENSDARG00000035679,si:rp71-45k5.4,ENSMUSG00000015671,Psma2
ENSDARG00000040606,tfap2c,ENSMUSG00000028640,Tfap2c
ENSDARG00000008866,cabp4,ENSMUSG00000024857,Cabp2
ENSDARG00000079443,vipb,ENSMUSG00000019772,Vip
ENSDARG00000014068,pgam1b,ENSMUSG00000011752,Pgam1
ENSDARG00000003270,dhps,ENSMUSG00000060038,Dhps
ENSDARG00000002230,sypb,ENSMUSG00000031144,Syp
ENSDARG00000007444,ift81,ENSMUSG00000029469,Ift81
ENSDARG00000070222,fam43b,ENSMUSG00000078235,Fam43b
ENSDARG00000036748,nitr8,ENSMUSG00000076928,Trac
ENSDARG00000036305,phf23b,ENSMUSG00000018572,Phf23
ENSDARG00000052271,slc22a18,ENSMUSG00000000154,Slc22a18
ENSDARG00000092480,vegfbb,ENSMUSG00000024962,Vegfb
ENSDARG00000097556,cyp8b2,ENSMUSG00000050445,Cyp8b1
ENSDARG00000017985,zgc:77739,ENSMUSG00000025766,D3Ertd751e
ENSDARG00000058090,cfap57,ENSMUSG00000028730,Cfap57
ENSDARG00000036987,has2,ENSMUSG00000022367,Has2
ENSDARG00000057093,kdm5ba,ENSMUSG00000042207,Kdm5b
ENSDARG00000015278,plxnc1,ENSMUSG00000074785,Plxnc1
ENSDARG00000051718,si:ch211-113a14.24,ENSMUSG00000038994,Hils1
ENSDARG00000051718,si:ch211-113a14.24,ENSMUSG00000036211,Hist1h1t
ENSDARG00000051718,si:ch211-113a14.24,ENSMUSG00000048077,H1fnt
ENSDARG00000055290,mpeg1.1,ENSMUSG00000040065,Pfpl
ENSDARG00000055290,mpeg1.1,ENSMUSG00000046805,Mpeg1
ENSDARG00000052379,ccdc22,ENSMUSG00000031143,Ccdc22
ENSDARG00000073731,dok4,ENSMUSG00000040631,Dok4
ENSDARG00000002847,fndc1,ENSMUSG00000071984,Fndc1
ENSDARG00000078147,il10,ENSMUSG00000016529,Il10
ENSDARG00000059689,mblac2,ENSMUSG00000051098,Mblac2
ENSDARG00000075834,si:dkey-182i3.8,ENSMUSG00000047264,Zfp358
ENSDARG00000075834,si:dkey-182i3.8,ENSMUSG00000049728,Zfp668
ENSDARG00000075834,si:dkey-182i3.8,ENSMUSG00000051550,Zfp579
ENSDARG00000031222,lhx2b,ENSMUSG00000000247,Lhx2
ENSDARG00000079618,sik2a,ENSMUSG00000037112,Sik2
ENSDARG00000015111,ddx39ab,ENSMUSG00000005481,Ddx39
ENSDARG00000035005,bag2,ENSMUSG00000042215,Bag2
ENSDARG00000063195,pxk,ENSMUSG00000033885,Pxk
ENSDARG00000018432,m6pr,ENSMUSG00000007458,M6pr
ENSDARG00000061462,vwa7,ENSMUSG00000007030,Vwa7
ENSDARG00000058323,tmbim1a,ENSMUSG00000006301,Tmbim1
ENSDARG00000097583,arfgap3,ENSMUSG00000054277,Arfgap3
ENSDARG00000010415,sirt4,ENSMUSG00000029524,Sirt4
ENSDARG00000039482,calhm2.1,ENSMUSG00000033033,Calhm2
ENSDARG00000105594,MAJIN,ENSMUSG00000024786,Majin
ENSDARG00000078743,oxgr1a.2,ENSMUSG00000044819,Oxgr1
ENSDARG00000051735,si:ch211-113a14.18,ENSMUSG00000038994,Hils1
ENSDARG00000051735,si:ch211-113a14.18,ENSMUSG00000036211,Hist1h1t
ENSDARG00000051735,si:ch211-113a14.18,ENSMUSG00000048077,H1fnt
ENSDARG00000093804,sst6,ENSMUSG00000004366,Sst
ENSDARG00000070094,sytl1,ENSMUSG00000028860,Sytl1
ENSDARG00000023190,kpna4,ENSMUSG00000027782,Kpna4
ENSDARG00000109458,hist1h2a1,ENSMUSG00000049932,H2afx
ENSDARG00000041113,wdr18,ENSMUSG00000035754,Wdr18
ENSDARG00000010018,qki2,ENSMUSG00000062078,Qk
ENSDARG00000014474,yipf1,ENSMUSG00000057375,Yipf1
ENSDARG00000014395,selenoo2,ENSMUSG00000035757,Selenoo
ENSDARG00000017742,grm6a,ENSMUSG00000000617,Grm6
